# Time-averaged data for fix muavg
# TimeStep v_muex v_boltz v_wvol
110800 5.48195 0.000101506 15582.5
110900 3.50177 0.00281199 15679.9
111000 -0.534333 2.45049 15761.2
111100 1.3688 0.100658 15803.8
111200 2.07724 0.0306733 15789.9
111300 -1.77367 19.5924 15751.5
111400 7.84737 1.92008e-06 15752.9
111500 -1.71262 17.6855 15765.5
111600 4.06524 0.0010928 15786.9
111700 -0.565565 2.58229 15819.8
111800 -1.30498 8.92607 15817.6
111900 2.24507 0.0231473 15682.2
112000 7.17111 5.96985e-06 15570.4
112100 -0.351309 1.8027 15512.2
112200 0.309882 0.594643 15527.4
112300 4.48278 0.000542459 15611.5
112400 -0.75671 3.55837 15682.2
112500 1.36745 0.100886 15687.5
112600 1.2396 0.125018 15637.7
112700 0.07414 0.88306 15628.2
112800 -0.953066 4.94645 15646.8
112900 4.51458 0.000514284 15651.6
113000 0.0875944 0.863354 15589.4
113100 -1.17148 7.13516 15507.2
113200 1.16573 0.14151 15436.5
113300 2.37744 0.0185383 15361.5
113400 4.64951 0.000410117 15303.1
113500 2.49853 0.0151309 15310.1
113600 6.00676 4.2089e-05 15402.3
113700 1.06468 0.167648 15494.1
113800 2.22503 0.0239388 15548.9
113900 4.35811 0.000668627 15596.5
114000 5.23195 0.000154387 15635.7
114100 3.81295 0.0016685 15647.7
114200 1.64592 0.0632378 15632.9
114300 -2.09673 33.6848 15599.2
114400 1.06207 0.168383 15559
114500 -0.206 1.41276 15557.7
114600 3.59317 0.0024123 15644.4
114700 1.00971 0.18384 15705.3
114800 1.67782 0.0599427 15754.3
114900 -1.33935 9.45575 15736
115000 1.30113 0.112758 15764.5
115100 3.01925 0.00631715 15744.8
115200 3.22037 0.00450829 15658.7
115300 3.04013 0.00609973 15560.8
115400 0.661819 0.329515 15484.2
115500 6.07467 3.75576e-05 15458.6
115600 1.09089 0.160436 15458.8
115700 1.68377 0.0593477 15509.9
115800 1.56325 0.0726441 15532.4
115900 9.23558 1.8708e-07 15517.9
116000 0.144281 0.785043 15510.9
116100 3.68514 0.00206745 15569.5
116200 4.63107 0.000422996 15667.2
116300 -2.58356 76.2217 15715
116400 0.484017 0.444019 15694.1
116500 1.71423 0.0563912 15643.5
116600 2.09006 0.0300208 15610.9
116700 1.61498 0.0666064 15612.4
116800 5.32731 0.000131565 15545.2
116900 0.0590367 0.905717 15451.5
117000 -4.30286 1363.21 15404.7
117100 4.69303 0.000381244 15411.6
117200 3.04923 0.00600742 15472.2
117300 4.28718 0.000753111 15612.2
117400 0.698286 0.309963 15724.7
117500 3.00787 0.00643892 15751.1
117600 5.69204 7.13576e-05 15765.4
117700 5.73167 6.67682e-05 15807.9
117800 3.18198 0.00480819 15874.8
117900 1.62981 0.0649696 15909.2
118000 -0.883992 4.40528 15917.3
118100 4.65062 0.000409356 15837
118200 2.6274 0.0121893 15761.6
118300 4.52254 0.000507456 15679.1
118400 2.66739 0.0113986 15650.4
118500 7.34002 4.49692e-06 15666.7
118600 9.01285 2.7182e-07 15645.8
118700 3.10003 0.00551665 15610.1
118800 3.9696 0.00128296 15592.8
118900 2.07532 0.0307724 15597.5
119000 5.38922 0.000118587 15560.9
119100 -0.647816 2.96431 15557.9
119200 3.2717 0.00413637 15612.1
119300 8.53292 6.08e-07 15666.7
119400 3.22485 0.00447456 15709.9
119500 4.54148 0.000491592 15695.7
119600 6.01605 4.14384e-05 15618.2
119700 3.87612 0.00150076 15519.4
119800 5.99762 4.27398e-05 15426.5
119900 -3.85244 640.384 15427.4
120000 3.82922 0.00162357 15566.9
120100 -0.422986 2.033 15697.4
120200 0.487336 0.441554 15691.2
120300 1.36763 0.100857 15602.2
120400 2.06571 0.0312725 15517.1
120500 3.03375 0.00616539 15480.6
120600 0.950689 0.202973 15488.7
120700 -3.21915 221.361 15474.3
120800 2.31323 0.0206468 15494.8
120900 3.62641 0.00228149 15598
121000 3.20824 0.00460093 15701.3
121100 0.971814 0.195907 15721.8
121200 1.51352 0.0789635 15692
121300 2.50132 0.01506 15650
121400 9.90936 6.04208e-08 15645.6
121500 4.28886 0.000750991 15693.3
121600 2.81042 0.00896708 15741.9
121700 -0.105221 1.19303 15735.7
121800 2.91528 0.00752078 15708.5
121900 3.16604 0.00493842 15634.4
122000 2.04287 0.0324942 15543.9
122100 0.872795 0.231304 15510.6
122200 2.86736 0.00815029 15500.5
122300 3.72525 0.00193293 15537.5
122400 -0.0197316 1.03365 15585.2
122500 8.74463 4.2626e-07 15571.2
122600 3.95157 0.00132234 15554.2
122700 -0.911178 4.61082 15576.3
122800 9.87733 6.37568e-08 15572.6
122900 1.97806 0.0362255 15566.9
123000 2.61159 0.012517 15593.8
123100 3.0858 0.00564995 15599.2
123200 -0.106478 1.19555 15572
123300 0.587244 0.373424 15531.9
123400 4.55906 0.000477303 15381.1
123500 -5.21654 6311.96 15228
